user_id,city,segment,avg_order_value,order_frequency,preferred_cuisine,veg_preference_ratio,price_sensitivity_score,recency_score,lifetime_orders,user_frequency_bucket
1842,Chennai,mid,220.64,5.967,North Indian,0.081,0.616,0.592,179,3
1843,Delhi,budget,135.17,5.6,Desserts,0.809,0.978,0.234,168,3
1844,Mumbai,premium,1071.21,0.967,North Indian,0.074,0.175,0.775,29,2
1845,Chennai,budget,100.96,1.233,Biryani,0.126,0.76,0.749,37,2
1846,Mumbai,mid,392.66,5.633,Fast Food,0.466,0.618,0.434,169,3
1847,Mumbai,budget,155.28,0.233,North Indian,0.193,0.943,0.469,7,1
1848,Bengaluru,mid,459.29,0.1,Chinese,0.057,0.578,0.045,2,0
1849,Chennai,budget,164.77,0.967,South Indian,0.628,0.757,0.837,29,2
1850,Bengaluru,mid,306.87,0.1,Fast Food,0.445,0.333,0.284,2,0
1851,Mumbai,budget,153.34,5.233,Fast Food,0.583,0.914,0.535,157,3
1852,Mumbai,premium,716.27,4.9,Chinese,0.073,0.177,0.579,147,3
1853,Delhi,mid,340.83,0.7,Biryani,0.31,0.599,0.915,21,2
1854,Mumbai,mid,218.09,0.4,South Indian,0.207,0.568,0.742,12,1
1855,Delhi,premium,948.62,5.9,North Indian,0.732,0.175,0.824,177,3
1856,Mumbai,premium,913.29,0.1,North Indian,0.288,0.023,0.113,1,0
1857,Pune,budget,97.79,6.433,North Indian,0.156,0.617,0.971,193,3
1858,Mumbai,budget,134.96,3.6,Desserts,0.44,0.874,0.833,108,3
1859,Delhi,budget,138.75,6.5,Chinese,0.062,0.799,0.762,195,3
1860,Mumbai,budget,92.17,6.067,North Indian,0.283,0.657,0.282,182,3
1861,Delhi,mid,163.32,0.1,Chinese,0.271,0.432,0.135,3,0
1862,Chennai,premium,565.88,0.833,South Indian,0.112,0.084,0.516,25,2
1863,Hyderabad,premium,628.72,5.967,South Indian,0.424,0.194,0.852,179,3
1864,Pune,mid,205.88,2.4,Fast Food,0.06,0.504,0.185,72,3
1865,Hyderabad,mid,367.7,1.8,Biryani,0.308,0.305,0.465,54,3
1866,Bengaluru,premium,932.57,3.9,South Indian,0.497,0.032,0.902,117,3
1867,Pune,premium,868.42,2.467,South Indian,0.488,0.05,0.382,74,3
1868,Delhi,budget,143.67,4.967,Fast Food,0.322,0.959,0.843,149,3
1869,Mumbai,mid,165.96,1.867,South Indian,0.912,0.514,0.661,56,3
1870,Delhi,premium,843.14,6.1,North Indian,0.363,0.142,0.884,183,3
1871,Pune,budget,157.32,0.8,Other,0.153,0.678,0.706,24,2
1872,Chennai,budget,171.22,0.1,South Indian,0.36,0.988,0.05,2,0
1873,Hyderabad,premium,1087.22,6.4,North Indian,0.478,0.289,0.858,192,3
1874,Pune,premium,535.04,5.6,South Indian,0.554,0.236,0.702,168,3
1875,Hyderabad,premium,125.04,0.1,Biryani,0.455,0.313,0.035,2,0
1876,Delhi,mid,244.65,4.167,North Indian,0.336,0.342,0.668,125,3
1877,Mumbai,budget,174.3,3.867,South Indian,0.67,0.612,0.292,116,3
1878,Mumbai,budget,151.35,1.467,Fast Food,0.269,0.838,0.323,44,2
1879,Pune,mid,228.44,2.1,Other,0.336,0.317,0.3,63,3
1880,Delhi,mid,208.03,3.933,Biryani,0.389,0.505,0.724,118,3
1881,Bengaluru,mid,314.54,2.133,Desserts,0.294,0.606,0.739,64,3
1882,Bengaluru,mid,225.39,2.2,Chinese,0.462,0.594,0.586,66,3
1883,Mumbai,budget,176.03,4.567,Fast Food,0.275,0.632,0.354,137,3
1884,Mumbai,mid,308.86,0.1,Other,0.22,0.687,0.127,3,0
1885,Chennai,budget,118.64,3.367,Chinese,0.578,0.769,0.839,101,3
1886,Chennai,budget,112.09,0.1,South Indian,0.161,0.789,0.283,1,0
1887,Delhi,budget,163.16,1.3,Fast Food,0.514,0.609,0.786,39,2
1888,Mumbai,budget,152.13,1.867,North Indian,0.562,0.888,0.837,56,3
1889,Hyderabad,premium,740.39,2.3,Desserts,0.336,0.314,0.458,69,3
1890,Mumbai,budget,159.01,6.3,South Indian,0.242,0.865,0.441,189,3
1891,Delhi,budget,146.39,2.233,Chinese,0.656,0.67,0.24,67,3
1892,Chennai,mid,246.69,6.067,Desserts,0.572,0.393,0.873,182,3
1893,Delhi,mid,276.96,3.633,North Indian,0.66,0.426,0.446,109,3
1894,Chennai,budget,130.27,3.1,Biryani,0.066,0.602,0.723,93,3
1895,Pune,budget,253.26,1.9,Fast Food,0.251,0.903,0.762,57,3
1896,Delhi,budget,82.56,0.1,North Indian,0.063,0.901,0.261,2,0
1897,Hyderabad,mid,308.1,5.633,Biryani,0.439,0.681,0.798,169,3
1898,Chennai,budget,154.91,6.533,Biryani,0.493,0.828,0.662,196,3
1899,Hyderabad,budget,134.83,5.467,Biryani,0.38,0.729,0.889,164,3
1900,Delhi,budget,203.7,0.733,Desserts,0.529,0.626,0.532,22,2
1901,Pune,mid,319.15,5.867,Fast Food,0.473,0.378,0.922,176,3
1902,Delhi,budget,138.27,4.1,North Indian,0.114,0.818,0.687,123,3
1903,Delhi,premium,862.93,3.5,North Indian,0.406,0.031,0.3,105,3
1904,Mumbai,budget,240.54,1.8,Chinese,0.534,0.94,0.665,54,3
1905,Pune,mid,490.75,0.1,South Indian,0.191,0.531,0.228,2,0
1906,Delhi,budget,143.17,5.367,Other,0.5,0.636,0.523,161,3
1907,Mumbai,budget,147.52,0.1,North Indian,0.507,0.859,0.099,1,0
1908,Mumbai,budget,152.34,0.8,North Indian,0.203,0.936,0.687,24,2
1909,Delhi,premium,729.4,0.1,North Indian,0.332,0.193,0.098,3,0
1910,Chennai,premium,530.53,5.267,Biryani,0.298,0.023,0.496,158,3
1911,Chennai,budget,196.83,0.1,South Indian,0.346,0.98,0.295,3,0
1912,Pune,budget,160.33,1.467,North Indian,0.875,0.885,0.66,44,2
1913,Chennai,premium,691.03,2.067,North Indian,0.486,0.016,0.77,62,3
1914,Mumbai,mid,222.89,3.1,Biryani,0.467,0.656,0.685,93,3
1915,Pune,budget,153.11,5.8,Fast Food,0.345,0.968,0.455,174,3
1916,Delhi,budget,80.0,5.433,Fast Food,0.26,0.836,0.653,163,3
1917,Pune,mid,291.84,0.767,South Indian,0.397,0.634,0.633,23,2
1918,Bengaluru,mid,293.69,0.6,South Indian,0.103,0.692,0.21,18,2
1919,Mumbai,mid,378.7,0.467,Fast Food,0.098,0.496,0.672,14,1
1920,Bengaluru,premium,1075.97,6.167,South Indian,0.677,0.16,0.459,185,3
1921,Bengaluru,mid,407.19,5.767,North Indian,0.315,0.36,0.731,173,3
1922,Chennai,budget,222.42,0.1,South Indian,0.479,0.757,0.096,3,0
1923,Hyderabad,mid,414.52,0.1,North Indian,0.671,0.474,0.195,3,0
1924,Mumbai,budget,206.25,0.1,Fast Food,0.079,0.627,0.176,2,0
1925,Mumbai,budget,242.86,2.2,Biryani,0.264,0.69,0.548,66,3
1926,Hyderabad,budget,113.41,0.1,Biryani,0.198,0.713,0.133,2,0
1927,Mumbai,budget,110.14,0.6,Fast Food,0.55,0.748,0.449,18,2
1928,Hyderabad,mid,416.88,0.967,Fast Food,0.385,0.301,0.835,29,2
1929,Pune,budget,149.82,1.8,Fast Food,0.754,0.935,0.664,54,3
1930,Pune,budget,161.02,4.1,Chinese,0.123,0.828,0.508,123,3
1931,Hyderabad,mid,325.13,5.6,North Indian,0.384,0.536,0.69,168,3
1932,Delhi,mid,290.37,3.5,Desserts,0.494,0.477,0.396,105,3
1933,Hyderabad,mid,512.08,3.0,North Indian,0.606,0.365,0.523,90,3
1934,Mumbai,premium,480.03,0.1,Fast Food,0.605,0.257,0.176,3,0
1935,Chennai,mid,418.64,0.233,Chinese,0.482,0.577,0.381,7,1
1936,Mumbai,budget,176.21,4.467,Other,0.538,0.635,0.425,134,3
1937,Mumbai,mid,192.1,5.367,Desserts,0.429,0.394,0.588,161,3
1938,Hyderabad,mid,266.92,2.9,Biryani,0.244,0.48,0.904,87,3
1939,Hyderabad,budget,116.87,4.367,North Indian,0.321,0.786,0.532,131,3
1940,Hyderabad,budget,178.23,2.1,Biryani,0.281,0.637,0.476,63,3
1941,Bengaluru,budget,131.65,0.1,North Indian,0.107,0.712,0.148,1,0
1942,Hyderabad,mid,341.44,0.1,North Indian,0.237,0.378,0.098,2,0
1943,Bengaluru,budget,80.0,0.1,South Indian,0.437,0.828,0.005,1,0
1944,Mumbai,budget,266.3,6.267,South Indian,0.521,0.817,0.246,188,3
1945,Hyderabad,premium,714.24,3.433,Biryani,0.195,0.28,0.698,103,3
1946,Mumbai,premium,799.8,0.1,Biryani,0.679,0.072,0.134,1,0
1947,Mumbai,budget,122.97,0.1,Chinese,0.31,0.714,0.238,2,0
1948,Hyderabad,premium,569.47,2.0,Biryani,0.193,0.11,0.46,60,3
1949,Chennai,budget,245.63,2.067,Biryani,0.323,0.841,0.267,62,3
1950,Mumbai,premium,316.66,0.5,South Indian,0.553,0.023,0.366,15,1
1951,Bengaluru,premium,755.73,3.533,Chinese,0.174,0.336,0.096,106,3
1952,Pune,budget,89.42,5.033,South Indian,0.235,0.769,0.553,151,3
1953,Chennai,mid,309.5,0.1,Chinese,0.25,0.673,0.254,2,0
1954,Chennai,premium,572.38,3.567,South Indian,0.366,0.181,0.773,107,3
1955,Hyderabad,premium,502.8,0.633,Biryani,0.264,0.323,0.876,19,2
1956,Delhi,premium,707.09,1.4,North Indian,0.684,0.059,0.78,42,2
1957,Bengaluru,mid,93.2,0.1,South Indian,0.238,0.438,0.133,2,0
1958,Hyderabad,budget,134.23,5.967,North Indian,0.242,0.961,0.949,179,3
1959,Hyderabad,premium,681.94,3.933,Biryani,0.263,0.252,0.73,118,3
1960,Mumbai,mid,214.07,6.233,Chinese,0.063,0.311,0.435,187,3
1961,Pune,mid,501.32,5.633,Fast Food,0.209,0.607,0.574,169,3
1962,Pune,budget,120.28,5.867,Chinese,0.419,0.831,0.647,176,3
1963,Mumbai,mid,326.25,0.1,Other,0.343,0.579,0.224,2,0
1964,Hyderabad,budget,120.39,3.8,North Indian,0.402,0.864,0.443,114,3
1965,Mumbai,mid,341.84,0.533,Chinese,0.121,0.48,0.505,16,2
1966,Delhi,budget,215.41,2.567,Chinese,0.654,0.821,0.552,77,3
1967,Pune,mid,597.3,2.2,North Indian,0.046,0.685,0.57,66,3
1968,Chennai,premium,849.13,1.2,Biryani,0.54,0.291,0.779,36,2
1969,Bengaluru,mid,458.8,0.567,Chinese,0.847,0.448,0.733,17,2
1970,Mumbai,mid,521.64,2.6,Other,0.273,0.316,0.398,78,3
1971,Pune,budget,162.44,0.1,North Indian,0.587,0.952,0.034,3,0
1972,Delhi,premium,1014.05,0.1,North Indian,0.209,0.309,0.253,1,0
1973,Hyderabad,mid,429.24,1.967,Biryani,0.5,0.305,0.709,59,3
1974,Delhi,budget,157.2,1.633,Fast Food,0.505,0.994,0.565,49,2
1975,Chennai,budget,167.52,0.867,Other,0.379,0.821,0.48,26,2
1976,Bengaluru,budget,80.0,3.167,North Indian,0.608,0.75,0.656,95,3
1977,Chennai,mid,379.21,0.1,Biryani,0.607,0.511,0.197,1,0
1978,Mumbai,premium,391.25,3.867,North Indian,0.235,0.087,0.757,116,3
1979,Hyderabad,mid,187.47,6.567,North Indian,0.416,0.37,0.633,197,3
1980,Pune,budget,159.64,4.9,North Indian,0.048,0.66,0.651,147,3
1981,Bengaluru,premium,477.18,0.9,South Indian,0.247,0.234,0.755,27,2
1982,Bengaluru,budget,149.64,0.733,Fast Food,0.6,0.998,0.339,22,2
1983,Chennai,premium,727.69,5.833,South Indian,0.627,0.236,0.315,175,3
1984,Pune,budget,159.15,5.8,North Indian,0.418,0.959,0.801,174,3
1985,Chennai,mid,259.59,2.5,South Indian,0.729,0.698,0.641,75,3
1986,Mumbai,premium,879.74,0.1,North Indian,0.325,0.032,0.153,1,0
1987,Delhi,budget,145.54,2.6,Fast Food,0.515,0.808,0.392,78,3
1988,Pune,mid,394.11,0.1,North Indian,0.362,0.671,0.081,3,0
1989,Pune,premium,460.71,1.5,Chinese,0.444,0.215,0.889,45,2
1990,Hyderabad,budget,141.08,6.267,South Indian,0.47,0.723,0.589,188,3
1991,Mumbai,budget,204.86,2.767,Chinese,0.261,0.794,0.37,83,3
1992,Chennai,mid,447.02,1.233,South Indian,0.595,0.374,0.214,37,2
1993,Pune,budget,110.14,2.1,Chinese,0.526,0.736,0.337,63,3
1994,Chennai,budget,122.72,5.9,Biryani,0.678,0.717,0.335,177,3
1995,Chennai,mid,251.13,0.1,North Indian,0.194,0.342,0.239,1,0
1996,Hyderabad,mid,284.36,5.367,South Indian,0.675,0.41,0.399,161,3
1997,Pune,budget,80.05,5.133,Biryani,0.784,0.931,0.551,154,3
1998,Hyderabad,budget,143.09,6.6,South Indian,0.254,0.642,0.895,198,3
1999,Hyderabad,premium,826.63,1.133,Chinese,0.3,0.284,0.463,34,2
2000,Pune,mid,271.49,2.7,Chinese,0.653,0.368,0.346,81,3
2001,Mumbai,premium,681.88,5.633,Other,0.251,0.175,0.695,169,3
2002,Mumbai,budget,138.98,0.967,Desserts,0.506,0.718,0.642,29,2
2003,Pune,premium,911.02,0.367,North Indian,0.042,0.08,0.264,11,1
2004,Mumbai,mid,288.84,0.233,South Indian,0.244,0.454,0.087,7,1
2005,Pune,budget,121.24,0.7,North Indian,0.203,0.684,0.329,21,2
2006,Pune,premium,530.8,5.3,Desserts,0.164,0.146,0.498,159,3
2007,Delhi,mid,236.25,0.1,North Indian,0.443,0.53,0.234,1,0
2008,Pune,budget,176.46,0.1,Fast Food,0.2,0.833,0.053,1,0
2009,Hyderabad,budget,143.24,4.733,Biryani,0.463,0.76,0.375,142,3
2010,Hyderabad,mid,355.48,2.133,Fast Food,0.653,0.517,0.824,64,3
2011,Pune,budget,213.73,1.067,Desserts,0.388,0.774,0.124,32,2
2012,Chennai,budget,216.6,6.567,Biryani,0.565,0.635,0.517,197,3
2013,Pune,budget,80.0,3.933,North Indian,0.451,0.603,0.799,118,3
2014,Pune,budget,182.39,3.033,South Indian,0.484,0.968,0.691,91,3
2015,Chennai,budget,161.28,6.133,South Indian,0.356,0.931,0.265,184,3
2016,Bengaluru,mid,303.84,1.667,Other,0.693,0.593,0.888,50,2
2017,Delhi,budget,166.38,4.0,North Indian,0.197,0.702,0.678,120,3
2018,Mumbai,budget,80.0,5.033,Fast Food,0.246,0.707,0.722,151,3
2019,Delhi,mid,496.26,0.2,North Indian,0.14,0.48,0.864,6,1
2020,Bengaluru,budget,175.75,1.9,Other,0.691,0.959,0.449,57,3
2021,Mumbai,mid,263.48,0.767,Fast Food,0.323,0.37,0.374,23,2
2022,Bengaluru,budget,120.73,3.6,Other,0.583,0.73,0.497,108,3
2023,Chennai,budget,80.0,4.567,South Indian,0.576,0.947,0.489,137,3
2024,Mumbai,budget,134.3,1.167,Fast Food,0.311,0.755,0.729,35,2
2025,Delhi,mid,301.73,1.067,North Indian,0.259,0.505,0.292,32,2
2026,Pune,budget,83.74,3.133,South Indian,0.12,0.662,0.168,94,3
2027,Delhi,premium,855.34,0.1,North Indian,0.624,0.016,0.178,1,0
2028,Chennai,budget,213.84,0.867,Biryani,0.375,0.63,0.429,26,2
2029,Hyderabad,mid,347.26,4.567,North Indian,0.202,0.305,0.802,137,3
2030,Chennai,mid,319.44,5.167,South Indian,0.191,0.393,0.192,155,3
2031,Chennai,budget,171.75,2.933,Chinese,0.185,0.691,0.956,88,3
2032,Hyderabad,mid,348.04,2.533,Chinese,0.319,0.364,0.625,76,3
2033,Pune,budget,95.89,1.2,Chinese,0.574,0.962,0.504,36,2
2034,Delhi,budget,117.37,2.233,Fast Food,0.467,0.876,0.835,67,3
2035,Delhi,budget,135.18,3.433,North Indian,0.37,0.638,0.813,103,3
2036,Hyderabad,mid,374.82,0.1,South Indian,0.059,0.383,0.261,2,0
2037,Chennai,premium,701.87,0.1,Chinese,0.86,0.396,0.066,2,0
2038,Chennai,budget,160.52,5.533,South Indian,0.35,0.631,0.581,166,3
2039,Pune,mid,197.52,0.1,Other,0.661,0.684,0.29,1,0
2040,Hyderabad,mid,416.52,3.767,South Indian,0.536,0.402,0.366,113,3
2041,Chennai,budget,150.17,2.1,South Indian,0.184,0.882,0.589,63,3
2042,Mumbai,mid,605.27,6.3,Chinese,0.668,0.314,0.485,189,3
2043,Mumbai,mid,311.24,0.567,Fast Food,0.354,0.688,0.425,17,2
2044,Chennai,premium,764.69,1.533,Desserts,0.158,0.327,0.869,46,2
2045,Bengaluru,premium,1265.84,2.2,Fast Food,0.275,0.385,0.352,66,3
2046,Delhi,budget,159.7,3.867,Fast Food,0.506,0.726,0.301,116,3
2047,Chennai,budget,146.62,2.9,Desserts,0.445,0.837,0.345,87,3
2048,Bengaluru,mid,251.31,6.2,South Indian,0.54,0.697,0.783,186,3
2049,Mumbai,budget,226.41,1.333,Chinese,0.194,0.826,0.471,40,2
2050,Hyderabad,budget,92.04,0.1,Chinese,0.651,0.641,0.201,2,0
2051,Mumbai,premium,785.42,0.1,Fast Food,0.435,0.006,0.232,2,0
2052,Pune,budget,126.32,2.167,North Indian,0.327,0.946,0.602,65,3
2053,Delhi,mid,331.07,0.3,Biryani,0.124,0.606,0.497,9,1
2054,Delhi,premium,415.21,5.433,North Indian,0.231,0.379,0.673,163,3
2055,Pune,budget,217.16,0.1,Chinese,0.115,0.83,0.218,3,0
2056,Mumbai,mid,322.22,1.067,Desserts,0.723,0.323,0.224,32,2
2057,Chennai,premium,456.98,3.867,South Indian,0.349,0.186,0.584,116,3
2058,Pune,mid,475.27,1.133,South Indian,0.279,0.433,0.262,34,2
2059,Mumbai,budget,124.79,4.3,Desserts,0.82,0.999,0.945,129,3
2060,Pune,budget,166.73,4.9,Fast Food,0.267,0.927,0.443,147,3
2061,Hyderabad,premium,868.28,1.633,Biryani,0.493,0.321,0.373,49,2
2062,Delhi,budget,173.7,0.6,South Indian,0.818,0.875,0.552,18,2
2063,Pune,mid,130.34,0.767,Fast Food,0.264,0.473,0.507,23,2
2064,Chennai,budget,184.77,0.467,South Indian,0.08,0.695,0.477,14,1
2065,Pune,budget,144.97,3.3,North Indian,0.184,0.818,0.719,99,3
2066,Pune,premium,634.19,2.6,North Indian,0.086,0.177,0.678,78,3
2067,Hyderabad,mid,339.09,5.2,South Indian,0.627,0.509,0.597,156,3
2068,Mumbai,premium,377.99,2.733,Biryani,0.178,0.163,0.648,82,3
2069,Chennai,budget,159.61,4.367,Biryani,0.448,0.702,0.413,131,3
2070,Chennai,mid,213.56,3.2,South Indian,0.096,0.359,0.636,96,3
2071,Chennai,premium,642.83,2.933,Fast Food,0.42,0.193,0.481,88,3
2072,Delhi,budget,157.81,0.1,Chinese,0.606,0.644,0.097,1,0
2073,Chennai,budget,203.7,3.467,South Indian,0.105,0.987,0.976,104,3
2074,Chennai,premium,536.08,3.833,Desserts,0.044,0.29,0.503,115,3
2075,Mumbai,budget,222.58,3.067,Chinese,0.322,0.942,0.648,92,3
2076,Mumbai,mid,444.69,4.8,Fast Food,0.173,0.589,0.388,144,3
2077,Mumbai,premium,614.12,2.133,Biryani,0.538,0.185,0.607,64,3
2078,Chennai,budget,94.56,0.467,South Indian,0.308,0.904,0.955,14,1
2079,Delhi,budget,80.0,2.9,Fast Food,0.248,0.894,0.394,87,3
2080,Chennai,budget,163.59,2.2,Fast Food,0.43,0.669,0.847,66,3
2081,Pune,budget,113.14,5.967,North Indian,0.38,0.636,0.765,179,3
2082,Mumbai,budget,209.97,6.433,Desserts,0.221,0.752,0.438,193,3
2083,Chennai,mid,282.05,1.567,South Indian,0.351,0.44,0.924,47,2
2084,Chennai,budget,104.97,2.933,Fast Food,0.213,0.601,0.948,88,3
2085,Mumbai,mid,373.36,2.967,Chinese,0.656,0.442,0.539,89,3
2086,Mumbai,budget,115.7,1.6,Fast Food,0.242,0.927,0.808,48,2
2087,Chennai,budget,150.43,0.2,Biryani,0.083,0.786,0.554,6,1
2088,Mumbai,budget,199.3,6.6,North Indian,0.465,0.781,0.869,198,3
2089,Delhi,mid,361.72,0.1,North Indian,0.141,0.387,0.259,1,0
2090,Pune,mid,362.1,2.833,South Indian,0.596,0.533,0.916,85,3
2091,Chennai,budget,160.26,0.1,Chinese,0.344,0.858,0.27,1,0
2092,Pune,premium,361.38,3.267,North Indian,0.013,0.152,0.84,98,3
2093,Delhi,mid,389.18,1.933,Biryani,0.366,0.382,0.501,58,3
2094,Chennai,budget,158.0,1.6,South Indian,0.242,0.632,0.921,48,2
2095,Hyderabad,premium,878.58,6.367,North Indian,0.124,0.047,0.641,191,3
2096,Pune,budget,180.29,4.4,Chinese,0.599,0.992,0.294,132,3
2097,Delhi,budget,139.9,2.167,Biryani,0.545,0.968,0.555,65,3
2098,Mumbai,mid,453.24,1.5,Fast Food,0.833,0.387,0.931,45,2
2099,Bengaluru,budget,135.37,5.133,South Indian,0.263,0.786,0.673,154,3
2100,Hyderabad,budget,162.36,4.1,Biryani,0.056,0.788,0.142,123,3
2101,Hyderabad,mid,318.89,5.7,South Indian,0.677,0.455,0.567,171,3
2102,Pune,budget,173.09,5.067,Chinese,0.509,0.698,0.945,152,3
2103,Chennai,premium,624.7,2.767,South Indian,0.368,0.0,0.632,83,3
2104,Pune,premium,1029.51,4.4,Fast Food,0.28,0.137,0.352,132,3
2105,Chennai,mid,551.74,2.633,South Indian,0.106,0.461,0.726,79,3
2106,Bengaluru,mid,437.39,0.733,North Indian,0.814,0.381,0.721,22,2
2107,Chennai,mid,504.13,0.367,Biryani,0.09,0.618,0.398,11,1
2108,Delhi,premium,392.16,0.667,Desserts,0.326,0.012,0.482,20,2
2109,Chennai,budget,80.0,6.133,South Indian,0.323,0.732,0.727,184,3
2110,Chennai,budget,133.92,5.633,South Indian,0.629,0.89,0.675,169,3
2111,Delhi,mid,354.12,2.7,Chinese,0.6,0.329,0.688,81,3
2112,Mumbai,mid,330.18,6.033,Fast Food,0.489,0.484,0.25,181,3
2113,Pune,budget,80.0,4.933,Chinese,0.304,0.741,0.46,148,3
2114,Chennai,mid,465.16,1.033,South Indian,0.829,0.616,0.916,31,2
2115,Mumbai,budget,257.71,1.633,North Indian,0.468,0.801,0.967,49,2
2116,Delhi,premium,956.2,0.1,Desserts,0.375,0.213,0.181,3,0
2117,Bengaluru,budget,204.28,5.367,Chinese,0.156,0.94,0.691,161,3
2118,Hyderabad,budget,161.31,4.4,Chinese,0.83,0.977,0.384,132,3
2119,Bengaluru,budget,107.85,0.1,North Indian,0.521,0.871,0.228,1,0
2120,Delhi,budget,153.63,0.1,South Indian,0.264,0.843,0.056,3,0
2121,Chennai,budget,255.28,2.267,Chinese,0.549,0.888,0.716,68,3
2122,Chennai,budget,132.4,6.067,South Indian,0.596,0.689,0.374,182,3
2123,Hyderabad,budget,127.25,4.833,Biryani,0.227,0.71,0.105,145,3
2124,Pune,budget,205.37,4.7,North Indian,0.817,0.608,0.814,141,3
2125,Bengaluru,budget,208.68,0.733,Biryani,0.812,0.624,0.784,22,2
2126,Hyderabad,budget,107.6,1.1,Biryani,0.458,0.712,0.724,33,2
2127,Delhi,budget,136.93,6.533,Chinese,0.818,0.651,0.691,196,3
2128,Pune,budget,124.9,5.133,Chinese,0.564,0.755,0.603,154,3
2129,Bengaluru,budget,153.48,1.833,Fast Food,0.155,0.719,0.727,55,3
2130,Bengaluru,budget,205.18,5.733,North Indian,0.366,0.939,0.696,172,3
2131,Chennai,budget,109.8,2.167,Biryani,0.313,0.996,0.722,65,3
2132,Delhi,mid,458.97,2.433,North Indian,0.362,0.421,0.232,73,3
2133,Bengaluru,premium,720.33,2.133,South Indian,0.234,0.206,0.724,64,3
2134,Pune,premium,1165.24,0.1,North Indian,0.496,0.313,0.123,2,0
2135,Mumbai,mid,381.88,5.1,Desserts,0.561,0.67,0.758,153,3
2136,Mumbai,mid,340.31,1.233,Other,0.645,0.445,0.653,37,2
2137,Pune,budget,178.74,0.1,Biryani,0.695,0.937,0.068,1,0
2138,Delhi,mid,316.29,2.133,North Indian,0.329,0.376,0.404,64,3
2139,Chennai,mid,170.47,6.433,South Indian,0.2,0.568,0.506,193,3
2140,Chennai,premium,651.9,5.8,Biryani,0.032,0.144,0.228,174,3
2141,Delhi,premium,648.74,3.7,North Indian,0.007,0.209,0.804,111,3
2142,Delhi,budget,80.0,0.733,Desserts,0.135,0.834,0.676,22,2
2143,Pune,mid,342.7,3.867,South Indian,0.677,0.654,0.795,116,3
2144,Pune,premium,286.58,5.1,Other,0.64,0.317,0.749,153,3
2145,Delhi,budget,132.62,6.533,South Indian,0.37,0.617,0.223,196,3
2146,Bengaluru,premium,748.72,0.8,North Indian,0.089,0.15,0.699,24,2
2147,Pune,budget,154.85,5.0,Fast Food,0.401,0.634,0.698,150,3
2148,Delhi,premium,617.79,2.067,South Indian,0.649,0.11,0.645,62,3
2149,Hyderabad,mid,341.45,5.033,North Indian,0.163,0.423,0.808,151,3
2150,Bengaluru,budget,110.8,3.933,Biryani,0.537,0.944,0.417,118,3
2151,Pune,mid,351.08,5.767,Fast Food,0.267,0.519,0.614,173,3
2152,Delhi,budget,152.9,0.167,Fast Food,0.212,0.7,0.859,5,1
2153,Bengaluru,mid,259.98,3.433,North Indian,0.059,0.396,0.654,103,3
2154,Chennai,mid,376.77,4.533,South Indian,0.372,0.485,0.471,136,3
2155,Chennai,mid,376.15,2.6,Biryani,0.447,0.475,0.773,78,3
2156,Mumbai,premium,666.76,2.2,North Indian,0.279,0.334,0.724,66,3
2157,Mumbai,budget,271.05,2.267,Chinese,0.601,0.912,0.833,68,3
2158,Pune,budget,142.96,5.0,Chinese,0.858,0.917,0.123,150,3
2159,Chennai,budget,136.04,1.5,South Indian,0.413,0.632,0.627,45,2
2160,Mumbai,budget,128.88,6.5,Biryani,0.286,0.645,0.675,195,3
2161,Hyderabad,budget,101.45,1.5,Biryani,0.767,0.868,0.254,45,2
2162,Delhi,budget,184.29,2.867,Biryani,0.124,0.682,0.41,86,3
2163,Bengaluru,budget,115.69,6.6,South Indian,0.788,0.609,0.916,198,3
2164,Hyderabad,budget,121.6,0.333,North Indian,0.192,0.887,0.525,10,1
2165,Hyderabad,premium,592.35,2.333,South Indian,0.153,0.24,0.512,70,3
2166,Bengaluru,budget,100.75,5.667,Fast Food,0.265,0.633,0.583,170,3
2167,Chennai,premium,349.78,0.1,Biryani,0.364,0.047,0.056,2,0
2168,Hyderabad,budget,126.85,0.1,South Indian,0.172,0.678,0.277,2,0
2169,Chennai,budget,193.67,0.167,North Indian,0.151,0.869,0.82,5,1
2170,Hyderabad,mid,369.7,1.1,South Indian,0.463,0.513,0.353,33,2
2171,Bengaluru,budget,228.03,1.433,North Indian,0.923,0.716,0.347,43,2
2172,Delhi,budget,187.55,5.867,Chinese,0.187,0.789,0.915,176,3
2173,Mumbai,mid,402.4,3.7,South Indian,0.34,0.607,0.454,111,3
2174,Hyderabad,budget,244.13,1.667,North Indian,0.275,0.854,0.746,50,2
2175,Hyderabad,budget,145.14,5.4,Fast Food,0.475,0.614,0.85,162,3
2176,Pune,mid,356.31,4.1,North Indian,0.279,0.672,0.781,123,3
2177,Delhi,budget,149.43,2.2,North Indian,0.303,0.659,0.573,66,3
2178,Mumbai,premium,1008.76,1.8,Fast Food,0.378,0.357,0.45,54,3
2179,Pune,budget,150.13,1.6,Chinese,0.197,0.741,0.814,48,2
2180,Hyderabad,premium,570.34,4.767,Biryani,0.269,0.253,0.841,143,3
2181,Mumbai,mid,408.77,4.8,Chinese,0.419,0.582,0.93,144,3
2182,Delhi,premium,536.75,4.367,Other,0.515,0.338,0.497,131,3
2183,Pune,premium,806.69,3.067,Fast Food,0.191,0.152,0.337,92,3
